County,Crop,Target,Predictor,Coefficient,P-value,Lower CI,Upper CI,County_Crop
Alameda,GRAPES WINE,Yield Per Acre,high_temp_days,7.318144417305697e-06,0.27593892224728217,-6.1051612300874e-06,2.0741450064698793e-05,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,low_temp_days,4.901669513348211e-06,0.4678987812542853,-8.657316589665994e-06,1.8460655616362414e-05,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,heavy_rain_days,-3.485342826128659e-05,0.2890218920818434,-0.00010057503626531347,3.086817974274029e-05,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,snow_days,2.1084129058970417e-20,0.25986679454811884,-1.6289511053881558e-20,5.845776917182239e-20,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,high_wind_days,3.745204662906437e-06,0.63396773260006,-1.2083209388436988e-05,1.957361871424986e-05,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,low_visibility_days,0.0,,0.0,0.0,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Yield Per Acre,cloudy_days,1.2054496421201753e-05,0.3658676630346812,-1.4657763535485118e-05,3.876675637788863e-05,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,high_temp_days,0.01340627512365928,0.2783190910853874,-0.011308421484934814,0.03812097173225337,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,low_temp_days,0.003218458479753698,0.7950681683264706,-0.021746050014561903,0.0281829669740693,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.03357731419645277,0.5768032649603048,-0.15458250063232315,0.0874278722394176,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,snow_days,2.04709590262699e-17,0.5497762016804162,-4.83405692821318e-17,8.92824873346716e-17,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,high_wind_days,-0.03755690918430634,0.013035933899413632,-0.06669983875397856,-0.008413979614634127,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,low_visibility_days,0.0,,0.0,0.0,Alameda - GRAPES WINE
Alameda,GRAPES WINE,Production Per Acre,cloudy_days,0.030111404532017844,0.2221592023488608,-0.019070623941544147,0.07929343300557984,Alameda - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,high_temp_days,0.00014069247459201723,0.36684764971890516,-0.00017458821335174053,0.000455973162535775,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,low_temp_days,0.00023553951880571605,0.062370508590881765,-1.3124371335861682e-05,0.0004842034089472938,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,heavy_rain_days,-9.28226308959077e-05,0.7908646758238248,-0.0008060329583351428,0.0006203876965433275,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,snow_days,0.0008696238828255032,0.06759223063444676,-6.779953667458336e-05,0.0018070473023255897,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,high_wind_days,-0.00018062077451052393,0.245364266716859,-0.0004933168656915706,0.00013207531667052267,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,low_visibility_days,-0.00021362885403743804,0.1292299603096765,-0.0004940553986456429,6.679769057076692e-05,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Yield Per Acre,cloudy_days,-4.798293867641553e-05,0.7636294629374634,-0.0003730372843919136,0.00027707140703908255,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,high_temp_days,-0.0029223307945551633,0.8072996213917106,-0.02733768797054446,0.021493026381434136,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,low_temp_days,0.00844799243551692,0.3748663442668968,-0.010808555544550338,0.027704540415584178,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.006491440760928051,0.8107063424440412,-0.06172249534787925,0.04873961382602315,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,snow_days,0.08631514695423426,0.021688242659049672,0.013721015796049521,0.158909278112419,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,high_wind_days,-0.021433601671007482,0.08029106923162699,-0.045648807503985395,0.00278160416197043,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,low_visibility_days,-0.007321815617609318,0.4938402960073943,-0.029038065645137775,0.014394434409919141,El Dorado - GRAPES WINE
El Dorado,GRAPES WINE,Production Per Acre,cloudy_days,-0.004805394528432837,0.6975287919308878,-0.02997762440401321,0.020366835347147536,El Dorado - GRAPES WINE
Fresno,ALMONDS ALL,Yield Per Acre,high_temp_days,-9.363659640128121e-08,0.2652263347160711,-2.617239851294124e-07,7.445079232684999e-08,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,low_temp_days,1.5855858256485814e-07,0.15994148643111933,-6.58241527243535e-08,3.829413178540698e-07,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,heavy_rain_days,-2.3527677636965223e-08,0.9534956816934539,-8.381189438613647e-07,7.910635885874342e-07,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,snow_days,-1.0940826448673007e-06,0.8832636077733751,-1.613675910859862e-05,1.3948593818864021e-05,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,high_wind_days,-1.3908723941944256e-07,0.10129251910573109,-3.069574639798456e-07,2.878298514096047e-08,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,low_visibility_days,1.8284102718028022e-07,0.05551178492027057,-4.5637888580617255e-09,3.702458432186222e-07,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Yield Per Acre,cloudy_days,2.659919878896655e-08,0.8379495422897676,-2.3592613089891357e-07,2.8912452847684667e-07,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,high_temp_days,0.0013709383108649416,0.529250344051273,-0.00301552380682721,0.005757400428557094,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,low_temp_days,0.004068801990900333,0.16681325944114878,-0.0017867614493897533,0.009924365431190418,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,heavy_rain_days,-0.028344733361627912,0.010517530711535548,-0.04960256690722218,-0.007086899816033644,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,snow_days,0.4056959742474992,0.043210838304993074,0.013137490496043014,0.7982544579989554,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,high_wind_days,0.003797321339731758,0.08706742280391513,-0.0005834735925619671,0.008178116272025483,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,low_visibility_days,-0.008050878966268871,0.002038582145215744,-0.01294145482948755,-0.003160303103050193,Fresno - ALMONDS ALL
Fresno,ALMONDS ALL,Production Per Acre,cloudy_days,-0.0012406095882290435,0.714911540204231,-0.008091554339789716,0.00561033516333163,Fresno - ALMONDS ALL
Fresno,GRAPES WINE,Yield Per Acre,high_temp_days,8.929218272825167e-07,0.26665438726557417,-7.148522928886046e-07,2.500695947453638e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,low_temp_days,2.4670011988383565e-06,0.025564695619326495,3.2075597758205546e-07,4.613246420094658e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,heavy_rain_days,-1.655044411006668e-06,0.6684385813763127,-9.446698301658282e-06,6.136609479644945e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,snow_days,-3.379027065756579e-05,0.6359490196810622,-0.00017767510401417327,0.00011009456269904169,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,high_wind_days,5.297143344619218e-07,0.5067769855908206,-1.0759825868702875e-06,2.135411255794131e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,low_visibility_days,4.7243227181914845e-07,0.5954140231056022,-1.3201151376073483e-06,2.2649796812456453e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Yield Per Acre,cloudy_days,2.2854930619548112e-06,0.07302852018920386,-2.2559021535310324e-07,4.796576339262726e-06,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,high_temp_days,0.015130722636390814,0.49175920658528915,-0.029145756088173547,0.059407201360955175,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,low_temp_days,0.03073201248533681,0.2978057816042181,-0.028373417614843167,0.08983744258551679,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.11970255201734327,0.2645621987283934,-0.33427684662154244,0.09487174258685592,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,snow_days,1.8664528216477538,0.3448655167806779,-2.0959904612577223,5.8288961045532295,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,high_wind_days,0.05911321951026221,0.010337991278993437,0.014893944748023094,0.10333249427250132,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,low_visibility_days,-0.029255237314926793,0.23650037068612134,-0.07862018618460873,0.020109711554755137,Fresno - GRAPES WINE
Fresno,GRAPES WINE,Production Per Acre,cloudy_days,0.045124105887127564,0.19342835295307706,-0.02402859654068594,0.11427680831494107,Fresno - GRAPES WINE
Fresno,TOMATOES PROCESSING,Yield Per Acre,high_temp_days,2.249858914797161e-06,0.16131339777919645,-9.447852830687836e-07,5.444503112663105e-06,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,low_temp_days,1.906001833532661e-06,0.3697851176796515,-2.3585834445001715e-06,6.170587111565494e-06,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,heavy_rain_days,-2.9095271871626577e-06,0.7046563754616687,-1.839152903136481e-05,1.2572474657039497e-05,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,snow_days,-1.8460680059368522e-05,0.8962802835905542,-0.00030435957734642715,0.00026743821722769015,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,high_wind_days,4.598245635962067e-06,0.006074349858041751,1.4077288283403671e-06,7.788762443583767e-06,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,low_visibility_days,2.1078861217833955e-06,0.23714063743093888,-1.4539022594815615e-06,5.6696745030483525e-06,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Yield Per Acre,cloudy_days,5.696694481759977e-06,0.026496878395505644,7.07176662331389e-07,1.0686212301188566e-05,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,high_temp_days,0.09825309654936702,0.17481937558227909,-0.0458964924796169,0.24240268557835093,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,low_temp_days,-0.038286428441060345,0.6882382378842544,-0.23071418475211974,0.15414132786999907,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,heavy_rain_days,-0.20770270541764474,0.5493812861734286,-0.9062857290540565,0.49088031821876704,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,snow_days,3.5786553776418253,0.5763067460242588,-9.32175105112397,16.47906180640762,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,high_wind_days,0.19991110272004933,0.00795835925895394,0.05594775089640669,0.343874454543692,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,low_visibility_days,-0.13919229886780224,0.08732375095273498,-0.2999082658323018,0.021523668096697313,Fresno - TOMATOES PROCESSING
Fresno,TOMATOES PROCESSING,Production Per Acre,cloudy_days,-0.02966402199681288,0.7903171899409163,-0.25480237812544865,0.19547433413182286,Fresno - TOMATOES PROCESSING
Kings,ALMONDS ALL,Yield Per Acre,high_temp_days,-3.9136469375032625e-06,0.008557965050023403,-6.761323051545384e-06,-1.065970823461141e-06,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,low_temp_days,-9.584642960350035e-07,0.6113893550227893,-4.759875933882561e-06,2.8429473418125536e-06,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,heavy_rain_days,5.719902439040517e-06,0.405161701149221,-8.08060995565483e-06,1.9520414833735864e-05,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,snow_days,-0.0001964381024918967,0.12637076358602262,-0.00045128571944379317,5.8409514459999764e-05,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,high_wind_days,-1.8915174231352862e-06,0.18520922136921672,-4.735514419916174e-06,9.524795736456018e-07,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,low_visibility_days,1.5178572374005637e-06,0.3378042618546281,-1.6570877857029415e-06,4.692802260504069e-06,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Yield Per Acre,cloudy_days,-4.198889431709761e-06,0.0634396650822003,-8.646499191965933e-06,2.4872032854640983e-07,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,high_temp_days,0.00304653001296528,0.08577171940800286,-0.00045300476025324915,0.006546064786183809,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,low_temp_days,0.0032034627050579515,0.17229468277509005,-0.001468126226129169,0.007875051636245071,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,heavy_rain_days,-0.007068759109417716,0.4025541236796355,-0.02402833283878998,0.00989081461995455,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,snow_days,0.09081253245457824,0.5592502869360834,-0.2223719947454296,0.4039970596545861,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,high_wind_days,0.003629436490618258,0.042270629897954604,0.00013442301767223764,0.007124449963564278,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,low_visibility_days,-0.006607435566804849,0.0015725436910472544,-0.010509154044064047,-0.0027057170895456494,Kings - ALMONDS ALL
Kings,ALMONDS ALL,Production Per Acre,cloudy_days,-0.004056631107584949,0.14055733550655938,-0.00952233871982795,0.0014090765046580519,Kings - ALMONDS ALL
Kings,GRAPES WINE,Yield Per Acre,high_temp_days,-2.4146935430157222e-05,0.3341561339077941,-7.427049147640461e-05,2.597662061609017e-05,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,low_temp_days,4.280234901859247e-05,0.2021125293170162,-2.410844478444561e-05,0.00010971314282163055,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,heavy_rain_days,5.482202550262639e-05,0.6491254534747402,-0.00018808858960260398,0.0002977326406078568,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,snow_days,-0.0040418354953844935,0.07580855622248402,-0.008527552374685474,0.0004438813839164873,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,high_wind_days,-2.1664613457222745e-05,0.384953937406881,-7.172341128207874e-05,2.8394184367633247e-05,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,low_visibility_days,5.762476434969625e-05,0.043653153937805056,1.740763348124186e-06,0.00011350876535126832,Kings - GRAPES WINE
Kings,GRAPES WINE,Yield Per Acre,cloudy_days,-1.752096876251421e-05,0.6518425852547262,-9.580586078051835e-05,6.0763923255489923e-05,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,high_temp_days,-0.010610766548380406,0.7015219847708041,-0.0664484462462272,0.045226913149466384,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,low_temp_days,0.039342971860391505,0.29067656985070556,-0.035195703513229086,0.11388164723401209,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.04453151690822254,0.7398884335045819,-0.31513412756374215,0.22607109374729706,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,snow_days,-1.7362266566274893,0.48459862327034897,-6.7333186843864645,3.2608653711314854,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,high_wind_days,0.07897046046348555,0.006914233914938884,0.02320492147370263,0.13473599945326847,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,low_visibility_days,-0.05576518021823136,0.0774623558491996,-0.11801999999360419,0.006489639557141456,Kings - GRAPES WINE
Kings,GRAPES WINE,Production Per Acre,cloudy_days,-0.025016858206643736,0.5634439519469895,-0.11222628767427026,0.06219257126098279,Kings - GRAPES WINE
Kings,TOMATOES PROCESSING,Yield Per Acre,high_temp_days,-3.426811001250341e-05,0.7569702816393004,-0.0002579023626833538,0.00018936614265834694,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,low_temp_days,-9.82232353109208e-05,0.553055119400593,-0.0004319534271616302,0.00023550695653978858,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,heavy_rain_days,-0.0002882344159032789,0.6117002239438234,-0.00143343406928596,0.0008569652374794021,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,snow_days,-0.009450160206801261,0.3433482448640668,-0.02946345889730142,0.010563138483698898,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,high_wind_days,-9.380012825423612e-05,0.40455228657153963,-0.00031999366680547506,0.0001323934102970028,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,low_visibility_days,0.00026710333268885214,0.037230166961708874,1.6815174468545345e-05,0.0005173914909091589,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Yield Per Acre,cloudy_days,8.044594080557082e-05,0.6576718902778758,-0.0002858924039166311,0.00044678428552777274,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,high_temp_days,0.12498286137735837,0.22334122444748497,-0.08003007443611646,0.32999579719083316,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,low_temp_days,-0.06737889434785094,0.6567411296965429,-0.37332042872276916,0.23856264002706729,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,heavy_rain_days,-0.04775444578847976,0.9267557084968501,-1.0975969463383057,1.0020880547613462,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,snow_days,-1.839265466734929,0.8394889744356586,-20.186120078001785,16.507589144531927,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,high_wind_days,0.2836165015050354,0.008894870043723394,0.07625738345132627,0.4909756195587446,Kings - TOMATOES PROCESSING
Kings,TOMATOES PROCESSING,Production Per Acre,low_visibility_days,-0.20527486367579112,0.07776069832222968,-0.4347223186308026,0.024172591279220307,Kings - TOMATOES PROCESSING
